Age,Gender,Weight (kg),Height (m),Max_BPM,Avg_BPM,Resting_BPM,Session_Duration (hours),Calories_Burned,Workout_Type,Fat_Percentage,Water_Intake (liters),Workout_Frequency (days/week),Experience_Level,BMI,Daily meals frequency,Physical exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,is_healthy,Name of Exercise,Sets,Reps,Benefit,Burns Calories (per 30 min),Target Muscle Group,Equipment Needed,Difficulty Level,Body Part,Type of Muscle,Workout
25.0,Female,65.4,1.77,160.0,141.0,58.0,0.89,627.0,Cardio,27.6,2.6,3.0,1.0,20.88,4.0,0.0,287.438,114.975,76.65,2299.502,Relationship Stew,Breakfast,Low-Carb,25.2,226,175,114,Boiled,28,83,1.2,0,Plank,3.0,13.0,Burns fat quickly,244.08,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,61.1,1.76,189.0,150.0,67.0,1.81,1358.0,Yoga,18.6,2.7,4.0,3.0,19.72,3.0,0.0,184.538,73.815,49.21,1476.302,Animal Pasta,Breakfast,Paleo,17.3,828,156,312,Steamed,23,12,2.7,0,Plank,3.0,19.0,Burns fat quickly,231.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Male,106.5,1.65,162.0,162.0,74.0,1.32,1176.0,HIIT,21.0,3.6,4.0,2.0,39.12,3.0,0.0,244.35,97.74,65.16,1954.8,Company Soup,Breakfast,Balanced,44.4,1429,177,347,Boiled,14,97,4.1,0,Bicep Curls,3.0,20.0,Burns fat quickly,267.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,64.0,1.52,170.0,129.0,52.0,1.73,1004.0,Strength,15.2,2.7,5.0,3.0,27.7,3.0,0.0,207.75,83.1,55.4,1662.0,Address Soup,Breakfast,Keto,20.4,169,62,335,Baked,41,76,2.0,0,Deadlift,4.0,16.0,Burns fat quickly,232.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
38.0,Female,61.4,1.54,183.0,131.0,69.0,1.47,963.0,HIIT,30.6,2.7,3.0,2.0,25.89,2.0,0.0,195.0,78.0,52.0,1560.0,With Wrap,Dinner,Vegetarian,1.4,1441,92,230,Baked,47,113,4.1,0,Squats,3.0,12.0,Burns fat quickly,256.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
33.0,Female,40.5,1.63,181.0,147.0,66.0,1.07,786.0,Yoga,31.9,1.5,4.0,2.0,15.24,3.0,0.0,280.312,112.125,74.75,2242.498,Garden Soup,Lunch,Vegetarian,46.2,2499,24,265,Grilled,21,57,2.8,0,Bicep Curls,3.0,16.0,Burns fat quickly,243.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
35.0,Male,70.1,1.79,185.0,125.0,63.0,1.08,743.0,Cardio,28.0,2.3,3.0,2.0,21.88,3.0,0.0,298.688,119.475,79.65,2389.502,Well Wrap,Lunch,Balanced,50.0,1035,204,244,Roasted,17,72,2.2,0,Burpees,4.0,12.0,Burns fat quickly,252.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Male,94.1,1.62,172.0,139.0,50.0,1.13,777.0,Cardio,23.4,3.1,4.0,2.0,35.86,4.0,0.0,269.812,107.925,71.95,2158.498,Television Pasta,Breakfast,Vegetarian,7.6,297,29,283,Raw,55,103,2.8,0,Plank,4.0,12.0,Burns fat quickly,261.82,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,55.5,1.82,160.0,124.0,66.0,1.08,663.0,Strength,20.1,2.0,3.0,1.0,16.76,3.0,0.0,274.312,109.725,73.15,2194.498,Face Sandwich,Snack,Vegetarian,13.4,110,43,334,Raw,58,104,4.0,1,Burpees,4.0,14.0,Burns fat quickly,260.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,53.7,1.72,183.0,142.0,74.0,1.37,875.0,Cardio,29.8,1.6,3.0,1.0,18.15,3.0,0.0,309.75,123.9,82.6,2478.0,Move Pasta,Snack,Balanced,22.0,2387,31,233,Baked,52,31,4.7,0,Burpees,4.0,19.0,Burns fat quickly,261.74,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Female,66.1,1.75,169.0,128.0,57.0,0.63,363.0,Cardio,25.2,1.8,2.0,1.0,21.58,3.0,0.0,225.0,90.0,60.0,1800.0,While Soup,Breakfast,Paleo,37.3,597,60,449,Boiled,21,39,4.1,0,Push Ups,4.0,18.0,Burns fat quickly,245.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
46.0,Male,103.9,1.77,194.0,148.0,54.0,1.18,864.0,Yoga,20.9,2.9,2.0,1.0,33.16,3.0,0.0,164.85,65.94,43.96,1318.8,Black Wrap,Breakfast,Keto,34.8,1058,245,345,Raw,32,80,2.6,0,Leg Press,4.0,20.0,Burns fat quickly,275.78,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Female,61.7,1.58,183.0,135.0,54.0,1.87,1262.0,HIIT,16.6,2.7,5.0,3.0,24.72,2.0,0.0,202.5,81.0,54.0,1620.0,Yes Rice,Breakfast,Keto,14.5,138,193,470,Baked,54,120,3.9,0,Lunges,4.0,17.0,Burns fat quickly,266.34000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,52.3,1.74,187.0,165.0,58.0,1.2,990.0,Cardio,29.4,2.2,2.0,1.0,17.27,4.0,0.0,297.938,119.175,79.45,2383.502,Will Soup,Lunch,Vegan,31.3,1712,99,264,Roasted,10,78,3.6,0,Push Ups,4.0,17.0,Burns fat quickly,241.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
42.0,Female,59.5,1.74,195.0,141.0,52.0,1.78,1129.0,Yoga,16.4,2.7,5.0,3.0,19.65,3.0,0.0,201.788,80.715,53.81,1614.302,Whom Curry,Dinner,Vegan,35.0,2109,207,432,Fried,9,21,1.2,0,Bench Press,3.0,19.0,Burns fat quickly,241.9,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Female,72.9,1.76,175.0,127.0,68.0,0.86,546.0,Yoga,30.8,1.5,3.0,1.0,23.53,2.0,1.0,217.465,86.986,57.991,1739.723,Together Stew,Breakfast,Low-Carb,18.7,1729,10,433,Baked,35,76,4.9,0,Mountain Climbers,3.0,15.0,Burns fat quickly,236.58,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Female,76.7,1.63,199.0,139.0,72.0,1.08,751.0,Strength,25.6,1.7,2.0,1.0,28.87,2.0,1.0,282.52,113.008,75.339,2260.163,Inside Pasta,Snack,Paleo,8.0,2158,24,359,Roasted,8,61,1.7,1,Bicep Curls,4.0,14.0,Burns fat quickly,266.34000000000003,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Male,72.1,1.83,175.0,133.0,58.0,1.13,744.0,Yoga,21.4,2.8,3.0,2.0,21.53,3.0,0.0,217.688,87.075,58.05,1741.502,Small Soup,Dinner,Balanced,48.7,780,141,312,Roasted,7,24,3.8,0,Push Ups,3.0,18.0,Burns fat quickly,233.42,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Female,54.8,1.68,176.0,158.0,71.0,1.27,1003.0,Strength,32.0,2.2,4.0,2.0,19.42,4.0,0.0,255.6,102.24,68.16,2044.8,Check Curry,Dinner,Vegetarian,19.0,1400,129,427,Raw,31,109,4.3,0,Squats,4.0,13.0,Burns fat quickly,229.96,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,105.0,1.88,174.0,156.0,67.0,1.34,1150.0,Cardio,21.4,2.3,3.0,2.0,29.71,4.0,0.0,198.6,79.44,52.96,1588.8,Learn Sandwich,Dinner,Balanced,43.3,2084,257,466,Boiled,50,37,4.0,0,Deadlift,3.0,15.0,Burns fat quickly,251.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Female,55.0,1.55,175.0,169.0,65.0,1.45,1103.0,Strength,31.4,2.0,4.0,2.0,22.89,2.0,0.0,216.788,86.715,57.81,1734.302,Enough Soup,Lunch,Vegetarian,10.8,1025,242,348,Fried,22,113,3.9,1,Lunges,3.0,18.0,Burns fat quickly,246.0,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
28.0,Male,81.6,1.66,174.0,153.0,50.0,1.09,917.0,Yoga,20.5,3.5,4.0,2.0,29.61,3.0,3.0,241.284,96.514,64.342,1930.27,Production Pasta,Breakfast,Vegan,10.7,820,16,364,Raw,44,70,4.4,0,Push Ups,4.0,16.0,Burns fat quickly,241.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
34.0,Female,75.6,1.6,193.0,130.0,51.0,0.64,416.0,HIIT,29.1,2.7,2.0,1.0,29.53,3.0,0.0,298.5,119.4,79.6,2388.0,Include Stew,Snack,Vegetarian,6.2,2255,17,171,Baked,24,12,2.9,0,Squats,4.0,12.0,Burns fat quickly,231.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Male,81.5,1.61,170.0,159.0,63.0,1.93,1688.0,HIIT,10.9,3.5,4.0,3.0,31.44,4.0,0.0,194.662,77.865,51.91,1557.298,Summer Stew,Lunch,Vegetarian,6.8,621,269,343,Steamed,56,75,1.6,1,Burpees,4.0,19.0,Burns fat quickly,258.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,61.5,1.69,160.0,152.0,63.0,1.8,1231.0,Cardio,15.5,2.7,4.0,3.0,21.53,3.0,4.0,363.375,145.35,96.9,2907.0,Attorney Salad,Dinner,Vegan,6.0,948,130,225,Baked,31,69,3.8,1,Bicep Curls,3.0,16.0,Burns fat quickly,245.3,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,74.0,1.63,174.0,150.0,50.0,1.26,936.0,Cardio,25.7,3.7,3.0,2.0,27.85,3.0,2.0,307.336,122.934,81.956,2458.684,Reality Wrap,Lunch,Paleo,10.8,540,254,297,Baked,23,9,1.5,0,Bench Press,4.0,16.0,Burns fat quickly,248.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Female,56.4,1.59,185.0,163.0,74.0,1.26,924.0,HIIT,34.3,2.6,3.0,1.0,22.31,2.0,0.0,298.875,119.55,79.7,2391.0,Section Stew,Lunch,Vegetarian,18.2,2206,148,166,Baked,51,61,2.5,0,Mountain Climbers,3.0,16.0,Burns fat quickly,246.28,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Male,102.6,1.84,163.0,153.0,65.0,1.25,1052.0,Strength,20.5,2.7,3.0,2.0,30.3,3.0,0.0,229.538,91.815,61.21,1836.302,Foot Wrap,Lunch,Keto,13.5,417,271,234,Baked,34,80,3.1,0,Squats,3.0,13.0,Burns fat quickly,264.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Female,54.6,1.57,164.0,169.0,64.0,0.58,441.0,Cardio,29.2,2.3,3.0,1.0,22.15,3.0,1.0,267.48,106.992,71.328,2139.84,Democrat Stew,Breakfast,Keto,10.7,1502,9,257,Grilled,42,68,3.7,0,Lunges,4.0,17.0,Burns fat quickly,250.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,129.0,1.78,194.0,126.0,64.0,1.29,805.0,Yoga,27.1,2.7,2.0,1.0,40.71,3.0,0.0,174.6,69.84,46.56,1396.8,Appear Stew,Breakfast,Vegan,13.2,354,185,138,Boiled,57,61,2.0,1,Leg Press,3.0,18.0,Burns fat quickly,270.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
58.0,Male,103.5,1.66,172.0,168.0,61.0,1.33,1106.0,Cardio,24.6,3.1,3.0,1.0,37.56,3.0,0.0,222.412,88.965,59.31,1779.298,Particular Pasta,Snack,Balanced,29.7,122,17,272,Roasted,32,92,5.0,0,Bench Press,3.0,12.0,Burns fat quickly,275.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
45.0,Female,59.4,1.51,169.0,142.0,65.0,1.15,735.0,Strength,33.1,1.9,4.0,2.0,26.05,3.0,0.0,236.475,94.59,63.06,1891.8,Animal Curry,Breakfast,Keto,25.5,2452,58,112,Boiled,23,110,3.6,0,Mountain Climbers,4.0,17.0,Burns fat quickly,253.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
24.0,Female,60.1,1.79,170.0,165.0,63.0,1.97,1625.0,Cardio,15.9,2.7,4.0,3.0,18.76,3.0,0.0,222.938,89.175,59.45,1783.502,Western Wrap,Lunch,Balanced,3.8,445,122,439,Baked,33,120,3.5,0,Deadlift,4.0,20.0,Burns fat quickly,238.02,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,77.7,1.62,177.0,126.0,73.0,1.16,804.0,Yoga,29.6,3.0,3.0,2.0,29.61,2.0,0.0,204.788,81.915,54.61,1638.302,Week Stew,Dinner,Keto,19.2,1104,238,102,Boiled,17,120,4.1,0,Bench Press,3.0,15.0,Burns fat quickly,268.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
25.0,Female,41.2,1.62,193.0,144.0,64.0,1.49,1073.0,Yoga,28.9,2.1,4.0,2.0,15.7,2.0,0.0,170.475,68.19,45.46,1363.8,Four Salad,Dinner,Low-Carb,41.2,2095,137,224,Steamed,15,73,3.4,0,Push Ups,3.0,20.0,Burns fat quickly,259.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
29.0,Male,58.6,1.61,198.0,122.0,72.0,1.2,805.0,Yoga,23.4,2.0,3.0,2.0,22.61,2.0,0.0,218.1,87.24,58.16,1744.8,Discussion Rice,Breakfast,Balanced,10.1,322,4,434,Steamed,51,27,2.9,1,Lunges,3.0,18.0,Burns fat quickly,254.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
51.0,Male,109.3,1.78,182.0,157.0,64.0,0.54,420.0,Strength,28.7,3.3,3.0,1.0,34.5,3.0,0.0,179.662,71.865,47.91,1437.298,Fast Rice,Breakfast,Vegan,28.7,146,242,139,Roasted,12,20,4.8,0,Bicep Curls,4.0,12.0,Burns fat quickly,251.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
50.0,Male,69.6,1.96,166.0,139.0,68.0,0.97,667.0,Strength,25.6,2.0,3.0,1.0,18.12,2.0,0.0,242.288,96.915,64.61,1938.302,Everyone Wrap,Dinner,Keto,26.0,1604,40,107,Roasted,24,72,2.2,0,Bench Press,4.0,13.0,Burns fat quickly,252.92,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Female,56.2,1.79,198.0,153.0,57.0,1.79,1369.0,Yoga,17.6,2.7,5.0,3.0,17.54,3.0,0.0,220.125,88.05,58.7,1761.0,Check Stew,Breakfast,Vegetarian,28.6,242,252,176,Steamed,59,81,2.6,0,Leg Press,3.0,17.0,Burns fat quickly,254.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
41.0,Male,71.7,1.96,162.0,168.0,51.0,0.51,424.0,Yoga,27.3,2.5,2.0,1.0,18.66,2.0,2.0,270.814,108.326,72.217,2166.513,Page Sandwich,Snack,Paleo,12.6,1554,191,395,Fried,30,89,3.8,0,Bicep Curls,4.0,19.0,Burns fat quickly,231.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,86.0,1.93,171.0,163.0,51.0,1.74,1404.0,Strength,12.9,3.5,5.0,3.0,23.09,2.0,1.0,261.035,104.414,69.609,2088.277,Up Sandwich,Lunch,Vegetarian,16.4,1073,36,457,Fried,5,94,2.4,0,Bench Press,3.0,19.0,Burns fat quickly,259.2,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Female,79.4,1.59,166.0,163.0,59.0,1.39,1020.0,Strength,26.6,1.5,3.0,2.0,31.41,3.0,0.0,252.788,101.115,67.41,2022.302,Edge Stew,Dinner,Balanced,13.1,1874,35,433,Raw,43,24,2.0,0,Squats,4.0,16.0,Burns fat quickly,258.88,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
57.0,Female,78.4,1.62,185.0,149.0,52.0,1.01,677.0,Strength,31.7,2.0,4.0,2.0,29.87,3.0,1.0,185.453,74.181,49.454,1483.622,Stuff Stew,Breakfast,Vegan,34.5,1867,12,327,Raw,16,18,4.5,0,Lunges,4.0,16.0,Burns fat quickly,238.68,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
39.0,Female,55.4,1.6,192.0,136.0,72.0,1.44,979.0,HIIT,26.3,1.6,3.0,2.0,21.64,3.0,0.0,230.85,92.34,61.56,1846.8,Use Wrap,Lunch,Vegetarian,22.2,690,20,161,Steamed,15,25,2.4,0,Burpees,3.0,18.0,Burns fat quickly,243.08,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Female,61.7,1.55,196.0,129.0,66.0,1.41,819.0,Strength,33.1,2.6,4.0,2.0,25.68,3.0,0.0,234.6,93.84,62.56,1876.8,Final Sandwich,Dinner,Vegetarian,11.2,2189,177,279,Roasted,10,84,4.3,0,Plank,4.0,12.0,Burns fat quickly,235.34,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,85.5,1.82,174.0,154.0,57.0,1.78,1357.0,Yoga,14.9,3.5,4.0,3.0,25.81,3.0,1.0,337.305,134.922,89.948,2698.44,Against Pasta,Dinner,Keto,35.4,1412,147,410,Baked,54,64,4.7,0,Push Ups,3.0,18.0,Burns fat quickly,266.1,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,87.6,1.93,161.0,139.0,72.0,1.72,1315.0,HIIT,11.9,3.5,4.0,3.0,23.52,3.0,0.0,206.438,82.575,55.05,1651.502,Condition Soup,Breakfast,Low-Carb,16.4,1945,221,402,Fried,52,45,3.9,0,Lunges,3.0,14.0,Burns fat quickly,263.52,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
52.0,Male,82.4,1.72,166.0,137.0,53.0,1.01,685.0,Strength,24.4,2.7,4.0,2.0,27.85,3.0,0.0,221.438,88.575,59.05,1771.502,Try Curry,Lunch,Vegetarian,6.6,1200,245,422,Roasted,28,120,4.5,0,Bench Press,3.0,19.0,Burns fat quickly,250.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,67.0,1.68,191.0,164.0,63.0,0.55,446.0,Yoga,20.5,2.8,3.0,1.0,23.74,2.0,4.0,376.438,150.575,100.383,3011.499,Bill Stew,Lunch,Low-Carb,39.7,2286,159,430,Fried,34,10,3.0,0,Mountain Climbers,4.0,16.0,Burns fat quickly,230.4,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Female,42.3,1.6,163.0,163.0,70.0,1.09,888.0,Cardio,25.1,1.9,3.0,2.0,16.52,3.0,0.0,192.038,76.815,51.21,1536.302,Pull Stew,Lunch,Low-Carb,24.2,1400,152,252,Baked,10,38,4.2,0,Bench Press,4.0,12.0,Burns fat quickly,246.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
20.0,Male,82.7,1.99,179.0,146.0,59.0,1.69,1357.0,HIIT,14.6,3.5,5.0,3.0,20.88,2.0,0.0,202.35,80.94,53.96,1618.8,Describe Soup,Snack,Low-Carb,3.0,1972,282,289,Baked,19,85,4.9,0,Mountain Climbers,3.0,19.0,Burns fat quickly,259.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
18.0,Male,92.4,1.74,195.0,168.0,50.0,1.41,1303.0,Yoga,21.3,3.1,2.0,1.0,30.52,3.0,0.0,282.188,112.875,75.25,2257.502,Talk Salad,Snack,Vegetarian,12.8,1630,283,152,Baked,59,108,2.4,1,Plank,4.0,16.0,Burns fat quickly,258.48,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
22.0,Female,63.2,1.54,191.0,155.0,53.0,1.02,790.0,Cardio,29.5,2.4,4.0,2.0,26.65,3.0,0.0,252.038,100.815,67.21,2016.302,Art Soup,Snack,Paleo,43.0,331,222,435,Roasted,51,35,4.7,0,Deadlift,4.0,17.0,Burns fat quickly,255.64,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Male,82.7,1.85,187.0,142.0,50.0,1.22,858.0,Yoga,28.2,3.1,4.0,2.0,24.16,3.0,0.0,155.85,62.34,41.56,1246.8,Billion Salad,Breakfast,Vegetarian,7.9,1434,123,389,Grilled,6,93,2.1,0,Push Ups,4.0,13.0,Burns fat quickly,259.54,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
31.0,Male,86.6,1.76,172.0,151.0,66.0,1.29,1071.0,Strength,28.9,3.3,3.0,2.0,27.96,2.0,3.0,281.175,112.47,74.98,2249.4,Any Rice,Breakfast,Paleo,19.8,1482,228,199,Boiled,32,33,1.0,1,Bench Press,3.0,17.0,Burns fat quickly,251.32,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,129.5,1.95,160.0,129.0,66.0,1.0,639.0,Strength,25.2,3.5,2.0,1.0,34.06,4.0,0.0,295.5,118.2,78.8,2364.0,Raise Stew,Lunch,Vegan,7.1,1910,50,289,Grilled,10,28,1.3,1,Leg Press,4.0,19.0,Burns fat quickly,280.9,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
44.0,Male,98.0,1.83,194.0,130.0,56.0,1.28,824.0,Cardio,25.7,3.5,4.0,2.0,29.26,2.0,0.0,235.125,94.05,62.7,1881.0,Success Wrap,Lunch,Vegan,32.3,2271,206,240,Roasted,25,39,4.9,0,Bench Press,4.0,19.0,Burns fat quickly,262.6,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
26.0,Male,86.2,1.68,189.0,157.0,72.0,1.97,1701.0,Strength,13.3,3.5,5.0,3.0,30.54,4.0,0.0,253.725,101.49,67.66,2029.8,Particular Wrap,Lunch,Paleo,43.2,1608,196,124,Grilled,22,36,1.0,0,Push Ups,4.0,18.0,Burns fat quickly,250.24,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Male,78.6,1.62,195.0,125.0,69.0,1.28,880.0,Yoga,29.6,3.1,3.0,1.0,29.95,3.0,0.0,296.062,118.425,78.95,2368.498,Building Curry,Lunch,Vegan,4.3,2254,115,476,Boiled,12,23,4.0,0,Burpees,4.0,16.0,Burns fat quickly,255.72,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
32.0,Female,59.0,1.66,184.0,160.0,64.0,0.51,408.0,Cardio,31.0,1.8,2.0,1.0,21.41,4.0,0.0,283.875,113.55,75.7,2271.0,Dream Curry,Breakfast,Balanced,29.9,690,159,274,Steamed,36,47,3.1,0,Plank,3.0,16.0,Burns fat quickly,255.8,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
43.0,Female,57.3,1.79,175.0,166.0,62.0,1.98,1479.0,Yoga,17.8,2.7,4.0,3.0,17.88,2.0,0.0,258.375,103.35,68.9,2067.0,Item Soup,Lunch,Balanced,12.1,1844,102,387,Boiled,11,86,2.9,1,Mountain Climbers,4.0,19.0,Burns fat quickly,253.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
59.0,Male,122.3,1.89,178.0,153.0,51.0,0.66,500.0,Yoga,20.1,3.1,3.0,1.0,34.24,2.0,0.0,176.288,70.515,47.01,1410.302,South Rice,Breakfast,Vegetarian,47.6,1959,228,365,Grilled,49,58,2.8,0,Bicep Curls,3.0,12.0,Burns fat quickly,245.46,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
30.0,Male,85.3,1.95,160.0,155.0,68.0,1.61,1373.0,Yoga,10.4,3.5,5.0,3.0,22.43,4.0,1.0,283.164,113.266,75.51,2265.31,Nearly Wrap,Lunch,Low-Carb,10.8,1784,124,482,Baked,47,118,3.6,0,Bench Press,3.0,16.0,Burns fat quickly,262.06,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Female,45.2,1.74,164.0,156.0,73.0,1.24,870.0,Strength,30.8,2.1,3.0,2.0,14.93,4.0,0.0,222.412,88.965,59.31,1779.298,Democrat Rice,Snack,Vegan,8.5,121,218,367,Raw,33,79,4.8,0,Lunges,4.0,14.0,Burns fat quickly,254.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,55.6,1.92,181.0,136.0,62.0,0.68,458.0,Strength,29.4,3.2,3.0,1.0,15.08,2.0,0.0,205.912,82.365,54.91,1647.298,Some Pasta,Breakfast,Low-Carb,6.4,818,37,400,Raw,53,117,3.6,0,Squats,4.0,13.0,Burns fat quickly,240.12,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
49.0,Male,82.8,1.95,183.0,159.0,73.0,1.91,1503.0,Yoga,14.3,3.5,5.0,3.0,21.78,3.0,0.0,269.25,107.7,71.8,2154.0,But Wrap,Breakfast,Low-Carb,41.5,1258,186,338,Raw,43,71,2.0,0,Bicep Curls,4.0,17.0,Burns fat quickly,257.56,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
21.0,Male,125.2,1.66,196.0,159.0,60.0,1.38,1207.0,HIIT,29.8,3.4,3.0,2.0,45.43,4.0,4.0,434.922,173.969,115.979,3479.375,Nice Sandwich,Dinner,Keto,15.3,1821,176,477,Baked,47,15,4.1,0,Plank,3.0,16.0,Burns fat quickly,245.04,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
47.0,Female,58.5,1.79,195.0,131.0,71.0,1.42,837.0,Yoga,30.3,2.4,4.0,2.0,18.26,3.0,0.0,211.912,84.765,56.51,1695.298,How Curry,Dinner,Vegan,41.0,2279,242,265,Baked,24,62,4.1,0,Bicep Curls,3.0,12.0,Burns fat quickly,227.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
54.0,Male,86.1,1.95,195.0,140.0,64.0,1.17,811.0,Yoga,27.9,3.4,2.0,1.0,22.64,2.0,0.0,269.438,107.775,71.85,2155.502,Everything Rice,Lunch,Low-Carb,18.5,2384,281,257,Baked,51,89,1.9,0,Deadlift,4.0,18.0,Burns fat quickly,261.22,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
40.0,Female,63.5,1.61,163.0,159.0,59.0,1.31,1041.0,Cardio,33.4,1.6,3.0,2.0,24.5,2.0,0.0,283.312,113.325,75.55,2266.498,Network Pasta,Breakfast,Low-Carb,13.8,2356,287,344,Grilled,16,104,4.8,0,Lunges,4.0,17.0,Burns fat quickly,261.7,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
56.0,Male,69.3,1.68,195.0,138.0,58.0,0.66,451.0,Yoga,26.5,2.1,2.0,1.0,24.55,3.0,0.0,311.25,124.5,83.0,2490.0,Her Stew,Breakfast,Vegan,30.8,1148,94,102,Grilled,47,87,3.7,0,Burpees,3.0,19.0,Burns fat quickly,229.86,Chest,Pull-up Bar,Intermediate,Full Body,Triceps,Pull Ups
